,SplitPredictor,ClusterPredictor,ClassWisePredictor
THR,0.8705555555555555,0.8701111111111111,0.8687777777777778
APS,0.8746666666666667,0.8716666666666667,0.8741111111111111
SAPS,0.8724444444444445,0.8701111111111111,0.8675555555555555
RAPS,0.8741111111111111,0.87,0.8673333333333333
